title,text,eval
SPEAKER SCHEDULED TO Praise Hillary Totally Trashes Her…Taken Off Stage By Security [Video],"A Bernie Sanders supporter who slammed Hillary Clinton at her own rally in Iowa was kicked off stage after urging attendees not to vote for Clinton because you can t trust her.Kaleb Vanfosson, president of Iowa State University s Students for Bernie chapter, trashed Clinton s ties to Wall Street and lack of empathy for the average American. She is so trapped in the world of the elite that she has completely lost grip on what it s like to be an average person,  Vanfosson said, as cheers erupted from the audience.  She doesn t care.  He s no Trump fan but this was supposed to be a glowing endorsement of Hillary Clinton  Read more: BPR",1
(VIDEO) MADNESS IN THE STREETS: OVER 100 COPS HURT IN BALTIMORE AS OBAMA’S PLAN FOR CHAOS SPREADS,"Bill O Reilly isn t my favorite and can be belligerently wrong sometimes but this rant is spot on:  The truth is   we don t know what happened to Mr. Gray. The same way we did not know what happened in Ferguson, MO,  O Reilly said, going on to make the point that it is irresponsible for people to make judgments about what happened before all the facts are known. The litany of excuse-making is excruciating. The rioters are angry because America s a country of mass incarceration. People who burn down buildings and loot are just misdirected folks who feel hopeless. And if you feel hopeless, it s okay to riot. You see   it s really not the fault of those who commit crimes. It s the fault of America because we don t provide jobs for everyone. Instead of pinpointing the real problem, and trying to solve it, you get crazy theories that attempt to provide justification for Americans hurting other Americans. If you can t make big money   go ahead and sell heroin. No problem!Here s the truth. How could anyone provide a job that pays adecent salary to someone who can t read or write? To someone who can t speak basic English? To someone who has tattoos all over their body   who s defiant, disrespectful   doesn t even want to work because they have a sense of entitlement that says they re victims and YOU owe me. Does that sound like a good job-seeking resume to you? And don t tell me those folks don t exist. They re legion.So these politicians   out on the street trying to justify rioting by saying that we don t provide jobs   are dishonest in the extreme. If you get educated and are willing to work hard   you can get a job. It may not be the best paying job at first, but you work your way up! OFFICERS HURT SINCE VIOLENCE BROKE OUT IN BALTIMORE:Nearly 100 officers have been hurt since violence broke out in the city on Monday, Baltimore Police said. Capt. Eric Kowalczyk said Thursday afternoon that more than 40 officers required some sort of treatment at the hospital. Protesters have been throwing bricks, bottles and other items at officers trying to contain demonstrations after the death of Freddie Gray, a black man who suffered critical injuries while he was in police custody.  I m Just a Regular Guy From Baltimore : Amateur Photographer Shot Time s Poignant Protest Cover Kowalczyk also said that more than half of the people detained during Monday s riots have been released without charges. He said 201 people were arrested during the riots and 106 of them were subsequently released after 48 hours because specific charges couldn t be filed. He said police are reviewing surveillance footage and expect to charge many of those people once their identities have been confirmed.MARC THIESSEN:  You ve got a mayor who is constantly backing off in the face of rioters and looters [ ] all of the sudden they re  young people who need support.  The rioters don t need support. The people of Baltimore need support. The people with their businesses destroyed need support. A 51-year-old man was found dead in the cab of a tractor trailer, about a block away from where a crowd of police, protesters and reporters gathered just before the citywide curfew went into effect Thursday night, police said.The man was not identified, and police labeled his death  suspicious.  Officers found the body, which showed no obvious signs of trauma or foul play, in the 2500 block of Pennsylvania Ave. at about 9:30 p.m., police said.Meanwhile  Five people were shot in Baltimore Thursday night as the violence in west Baltimore surges.Police also identified two men who were fatally shot Wednesday in Baltimore: Andre Hunt, 28, of the 600 block of Woodgreen Circle was fatally shot in the 3800 block of Liberty Heights Ave.  Davon William Johnson, 26, was killed in the 500 block of Edgewood St. He lived in the block, police said.Don t expect any protests for these two. Only very few black lives seem to matter.Read more: GATEWAY PUNDIT",1
NEW BLACK PANTHER LEADER Sends Warning About Republican Convention [Video],"FOX News reporter Mike Tobin interviewed former New Black Panther leader Malik Shabazz who promised violence on the Republican National Convention: Malik Shabazz: From what I know many of the groups on the left, mainly the white left, and others, I know for a fact that there s going to be the blocking of highways and there s going to be arrests and there s going to be some things. I hear, that s going to go on next week. It s highly likely there s going to be arrests, there s going to be tear gas. It s going to be happening. This is the same man who called police officers  occupiers !",1
STATE DEPARTMENT OFFICIALS OUT! Connected To Benghazi Scandal And Clinton E-mail Scandal [Video],"The Washington Post reported that higher ups in the State Department jumped ship before Rex Tillerson could take the helm but we don t know that was the case. Were the people who left asked to vacate their post or did they jump ship? WaPo was even called out by CNN for the misleading headline.   One of the things that the main stream media doesn t mention is that these officials were knee deep in the Benghazi Scandal and one of those (see below for more on Patrick Kennedy) was knee deep in the Clinton e-mail scandal too! It s what the press doesn t tell you that s important. We just don t know if this is a matter of these people resigning or a matter of our new president recognizing that we need to DRAIN THE SWAMP! COULD THIS BE THE SMOKING GUN THAT TRUMP CALLED OUT ON PATRICK KENNEDY: In what one congressman called the  flashing red light of potential criminality,  FBI documents indicate a senior State Department official offered a  quid pro quo  to get the FBI to remove the  Secret  label from one of Democratic presidential nominee Hillary Clinton s emails from the days when she was secretary of state.The documents say State Department Undersecretary for Management Patrick Kennedy, who had served as an aide and confidante to Clinton, offered the deal, and continued trying to influence the FBI s decision by taking his case over the head of FBI agents to whom he initially proposed the deal.FBI documents say Kennedy offered the FBI additional positions overseas if the  Secret  label, the middle level of classification, would be removed. Clinton, who used a private server for her emails while she was secretary of state, has contended she never sent or received classified information. The FBI has ruled otherwise.In response to the FBI bombshell, Republican presidential nominee Donald Trump released a video on Twitter in which he said the allegations show  corruption at the highest level.  READ MORE: WJ",1
 The Alicia Machado ‘Sex Tape’ Trump Just Tried To Shame Hillary Over Doesn’t Even Exist,"Just hours after Trump told millions of voters to watch Alicia Machado s sex tape, it turns out no such tape exists, and the woman in the said  tape  is a pornographic actress who has a resemblance to the former Miss Universe contestant.That s quite a candidate you got there, Republicans.In a bizarre early morning Twitter tirade, the Republican nominee for president slammed  disgusting  Alicia Machado, accusing the Clinton camp of expediting her immigration process so she could help her in a debate:Did Crooked Hillary help disgusting (check out sex tape and past) Alicia M become a U.S. citizen so she could use her in the debate?  Donald J. Trump (@realDonaldTrump) September 30, 2016Shortly after Clinton brought up Muchado in the first presidential debate, websites (with no credibility) began circulating a claim that Muchado was a pornographic actress:Former Miss Universe winner Alicia Machado, who has been campaigning against Republican nominee Donald Trump for the Hillary Clinton campaign, has appeared in pornographic videos.Snippets of an adult film starring Machado are available on multiple free porn websites. Machado also appeared topless in Mexican Playboy in 2006 and 2012. Hillary Clinton invoked the 1996 Miss Universe winner in an attack on Trump during Monday s debate.While it is true Machado posed nude for Playboy magazine, the notion that Machado is a pornographic actress or has a sex tape (that can be viewed by the public) is a completely bogus rumor that has been circulating the internet for years. The only thing that could even come close to a  sex tape  is low quality footage from a Spanish reality television program La Granja, in which Machado was kicked off for reportedly having sexual relations with a cast member. The act was caught on a grainy night vision camera from the studio that run 24/7.And Trump was stupid enough to believe internet rumors   kind of like how he believes the National Enquirer.According to Snopes, which looked into the claim:In 2009, a video clip purportedly showing the former Miss Universe winner engaging in anal sex was circulated online, and that is the clip that now most frequently shows up in response to web searches on the phrase  Alicia Machado porn..  However, the woman seen in that video is not Alicia Machado   the clip was taken from the 2004 DVD Apprentass 4, which features porn actress Angel Dark, and was later retitled to suggest it showed Alicia Machado.Good job, Trump! You just asked 320 million Americans to watch Angel Dark have sex in a movie that bears a resemblance to your TV show s name.I can t wait to see how Republicans defend this one.Remember when a presidential candidate attempted to slut-shame someone, and told people to watch a  sex tape  (which doesn t exist) because he got his feelings hurt after being called out?Featured image via Spencer Platt/Getty Images",1
GERMANY: Afghan “Teen” Refugee Who RAPED and KILLED Female Med Student and Refugee Volunteer Is Actually 33-Years Old…And There’s MORE!,"On September 5, 2017, the Daily Mail reported:Afghan asylum seeker accused of raping and murdering EU official s teenage daughter  attacked her to satisfy his sexual urges before leaving her unconscious in a river to drown Hussein Khavari, 22, who claims to be from Afghanistan has been accused of ambushing Maria Ladenburger, 19, as she cycled home after a party, raping her and then drowning her in Freiburg, Germany last October.He was linked through his DNA to medical student Maria, who volunteered at various shelters that house migrants in her spare time in Freiburg.Hussein claimed to be Afghani but the court heard that there is evidence he is Iraqi. And his claim to be 17 at the time of the offense was disputed by a specialist saying he was at least 22. According to Bild newspaper, during a morning session of hearings in which press and public were excluded, he claimed to be 19.He said he claimed to be 16 upon his arrival in Germany in 2015  because the situation is better here for underage migrants.  The court must decide if he is to be tried as a juvenile or an adult.A murder conviction as a juvenile would mean a maximum ten-year jail term, as an adult a possible life sentence.As it turns out, the fake  teenager  who admitted to raping and murdering the actual teenager, is pretty far removed from his teenage years. According to the Voice of Europe,  the Afghan refugee, who is now on trial for the rape and murder of the medical student Maria Ladenburger in October 2016, is older than previously thought.Hussein Khavari entered Germany in November 2015 without identity papers. He told authorities that he was born in 1999 in Afghanistan and that his father was killed during the war.But it now appears that his father is still alive. According to German media source, Bil.de, his father said his son was born in 1984 and that he is 33-years-old.The Local Germany says about it:  Prosecutors were able to track down Hussein K. s father when they came across a contact on his mobile phone. The defendant told them that they could contact his mother on the number. But when an interpreter called the number in the presence of two judges, the person who picked up was his father .Maria Ladenburger s father is a senior legal adviser to the European Commission in Brussels. Maria herself was volunteering as a refugee worker in various shelters and asylum homes. ",1
 Zuckerberg’s Latest Move Leaves Conservatives TERRIFIED,"Mark Zuckerberg, CEO of Facebook is becoming a large public figure to the world, and not just for creating the world famous social media website we ve all come to know so well.Mark first launched Facebook in February of 2004 with his college roommates at Harvard University. The group then introduced Facebook to other campuses. Facebook rapidly gained popularity, with just over a billion users by 2012. As Facebook grew, so did Zuckerberg s net worth, which is now just over $50 billion USD. However, Mark Zuckerberg and his wife, Dr. Priscilla Chan, vowed to donate 99% of that wealth to charity.Since 2009, Forbes Magazine has created an annual list of the top 10 world s most powerful people, and in December of 2016 Mark Zuckerberg made that list. Although Mark is at the bottom of the list, he is much younger than anyone else on the list. However, Mark s influence doesn t stop there. Recently, Mark Zuckerberg has launched a mission to give the entire world internet.Yet, what s the point of all this? Does Mr. Zuckerberg just have a strong urge to make his mark, which is already a big one, or does he have a bigger plan? In the last summer Facebook was accused by a group of conservatives of being liberally biased. In response Mark met with some conservatives to ease their troubled minds. Mark has never publicly taken a side in politics, but he s involved in a handful of organizations that terrify republicans.On January 3rd, Mark posted about some of his goals for the new year:Going into this challenge, it seems we are at a turning point in history. For decades, technology and globalization have made us more productive and connected. This has created many benefits, but for a lot of people it has also made life more challenging. This has contributed to a greater sense of division than I have felt in my lifetime. We need to find a way to change the game so it works for everyone.My work is about connecting the world and giving everyone a voice. I want to personally hear more of those voices this year. It will help me lead the work at Facebook and the Chan Zuckerberg Initiative so we can make the most positive impact as the world enters an important new period.We are indeed at a turning point in history, and it s very intriguing to see what role Mark will play in it, maybe he will undo some of president-elect Donald Trump s damages come 2020. If Donald Trump can rally up enough support to get elected, Mark Zuckerberg can easily do the same.Featured image via David Ramos/Getty Images",1
 Senate Dems To Introduce Constitutional Amendment Overturning Citizens United,"As the presidential race heats up and the coffers start to pour in for a general election, Senate Democrats are preparing to introduce a package of reforms aimed at curbing (once and for all) the influence of big money in politics. This is a liberal s dream come true.Spearheading the reforms is Senator Chuck Schumer of New York   who is poised to become Majority Leader should the Democrats take back the Senate. Closely involved with Schumer are Sens. Tom Udall, Sheldon Whitehouse, Claire McCaskill and Tammy Baldwin.Included in the package is a Constitutional amendment that would overturn Citizens United and other Supreme Court decisions that have allowed dark money to be injected into the political process.The Disclose Act would be included, which would require outside, anonymous groups that spend money on political campaigns to make the identities of their donors public. No more dark money, no more twice removed parties, no more secrets in campaign finance.A new program in the package would replace the watered down, virtually powerless FEC with a five member independent agency that would tasked with enforcing rules an regulations in a fair and open manner.When it comes to fixing America s broken election system, Democrats will include in the package the FAIR Act, which would effectively end partisan gerrymandering by requiring the states to establish independent commissions to draw district lines, and not lawmakers who hold majorities.Senator Claire McCaskill has apparently bee working on a reform to increase voter turnout and participation, which could mean a provision establishing automatic voter registration.According to MSNBC:There are other efforts to address voting rights on Capitol Hill. A group of Democratic lawmakers earlier this week announced the formation of the Voting Rights Caucus, which has 50 members, all Democrats. They said they ll introduce legislation next month that would ban voter ID laws that force voters to pay an associated cost, for instance by requiring them to obtain a birth certificate to get ID.A new constitutional amendment, a new agency to replace the FEC, automatic voter registration and an end to gerrymandering. This is a package every American should support. Considering the overwhelming majority of Americans (including Republicans) support getting money out of politics, oppose dark money contributions, and support fair elections, the GOP has no leverage to oppose any of these measures.But they will. Such a package would surely fail a Republican controlled Senate and House. But this is an election year, and a year where Democrats could make great strides. If Democrats show up at the polls in droves, we could finally have an America free of big money in politics.If Democrats are serious about political revolution, they will need to come together to have a blue White House, Congress, Supreme Court and state legislature.Featured image via Chip Somodevilla/Getty Images",1
SAY WHAT? AMAZON TELLS CUSTOMER THEY WERE FORCED BY FEDERAL GOVERNMENT To Remove Confederate Flag From Website,"When it comes to limiting our free speech, nothing this lawless government does should surprise us. Under  normal  circumstances, I would question the validity of this claim, but we are no longer living under  normal  circumstances Amazon.com staff are telling irate customers that the company was ordered by the federal government not to sell items featuring the Confederate flag in the aftermath of the Charleston shooting.Amazon made the announcement this week, along with eBay, Sears and Walmart, that it would no longer sell products bearing the rebel flag, but according to a conversation posted on YouTube between a customer and an Amazon sales rep, the decision could have been made as a result of pressure from the government.At first the Amazon staffer claims that the items were banned because they were deemed to be offensive, but when pressed by the customer, the sales rep tells a different story. Is this a political statement by Amazon.com or is this a directive that you re following, that the government said you know we want you guys not to sell these anymore?  asks the caller. The government is not allowing us to sell this Confederate flag,  responds the staffer. So the government is not allowing you .to sell it?  asks the caller, to which the sales rep responds,  yes. So Amazon is not making a political statement, this is something the government told you to do?  questions the caller. Exactly,  responds the staffer.Via: InfoWars",1
CRIMINAL: Details Emerge of Washington’s ‘Fast & Furious’ Arms Trafficking in Syria,"21st Century Wire says No doubt about it. In comparison to Washington s other weapons trafficking exploits, like Operation Fast & Furious, this one is even more reckless, dangerous, totally unethical   and completely illegal. Back in 2011, President Obama green-lighted one of the CIA s worst ever operations   one which resulted in a five year-long flood of weapons, ammunition   right into the hands of  moderate  terrorist fighters running wild in Syria.In total, hundreds of millions in US taxpayer funds have been spent on arming terrorists in Syria. This is no accident. Obama assured Arab monarchs that the US would supply the weapons for the proxy war in Syria.The twisted logic and naive optimism of Washington elites was such that they were convinced that these terrorists would eventually bring Syria to its knees and topple the government in Damascus   enabling the US-led  coalition  to divide up Syria and rules over a protracted period of chaos in the region, not caring about the  collateral damage  they have caused along the way.Somehow, we are meant be believe that the current US President really cares about gun control, and yet here he is   running point one of the largest illegal weapons-tracking operations in history, and not a crocodile tear is shed for any of the hundreds of thousands of innocent Syrian lives that have been lost because of this criminal US policy.This is proof that the US has been actively undermining the ceasefire in Syria, but it s only the tip of iceberg  IHS Janes 360Documents released by the US government s Federal Business Opportunities (FBO) website have provided an indication of the types and numbers of Eastern European weapons and ammunition the United States is providing to Syrian rebel groups as part of a programme that continues despite the widely respected ceasefire in that country.[The following manifest was make available through official channels]The FBO has released two solicitations in recent months looking for shipping companies to transport explosive material from Eastern Europe to the Jordanian port of Aqaba on behalf of the US Navy s Military Sealift Command.Released on 3 November 2015, the first solicitation sought a contractor to ship 81 containers of cargo that included explosive material from Constanta in Bulgaria to Aqaba.The solicitation was subsequently updated with a detailed packing list that showed the cargo had a total weight of 994 tonnes, a little under half of which was to be unloaded at Agalar, a military pier near the Turkish town of Tasucu, the other half at Aqaba.The cargo listed in the document included AK-47 rifles, PKM general-purpose machine guns, DShK heavy machine guns, RPG-7 rocket launchers, and 9K111M Faktoria anti-tank guided weapon (ATGW) systems. The Faktoria is an improved version of the 9K111 Fagot ATGW, the primary difference being that its missile has a tandem warhead for defeating explosive reactive armour (ERA) fitted to some tanks.READ MORE SYRIA NEWS AT: 21st Century Wire Syria Files",1
Two-thirds of US Navy Strike Fighter Jets Grounded: Navy Claims No Money to Fix Them,"21st Century Wire says Defense News said that sixty-two percent of the US Navy s F-18s are grounded and out of service and attributed this to be,  mostly because there isn t enough money to fix them  and noted they are awaiting planned maintenance and are held up waiting on spare parts. One must wonder if there is more to the story. Could this many of the US Navy s fighters be out of commission when the DoD budget in 2016 was almost 600 billion dollars? How can there not be enough money for spare parts? With RT breaking this story down further, we ll find that there are many other factors to consider than just not enough money for spare parts. Factors including shore facilities in disrepair, refurbish/retrofit issues for new equipment, the delays in development of a replacement platform such as the F-35 and  compounded by over a decade of war  RTSixty-two percent of the US Navy s F/A-18s are out of service, of which 27 percent are in major depot work and 35 percent are simply awaiting maintenance or parts, Defense News said, adding that 53 percent of all Navy aircraft   some 1,700 combat aircraft, patrol, transport planes, and helicopters   can t fly.Moreover, there  isn t enough money to fix the fleet s ships, and the backlog of ships needing work continues to grow,  the article says. Some subs have allegedly been out of service literally for years,  as much as four years or more,  Defense News reports.The Navy  can t get money to move around service members and their families to change assignments, and about $440 million is needed to pay sailors,  according to the publication.  And the service claims 15 percent of its shore facilities are in failed condition   awaiting repair, replacement or demolition,  it added.According to John Venable, a senior research fellow for defense policy at the Heritage Foundation, the backlog is so huge  it ll take them several years to refit, refurbish, and repair the F-18s that are in unserviceable condition. They can t catch up  even if the Trump administration gave them all the money they need,  he told the Washington Free Beacon. For a variety of reasons, our shipyards and aviation depots are struggling to get our ships and airplanes through maintenance periods on time,  Vice Chief of Naval Operations Admiral William Moran told lawmakers on the House Armed Services Committee on Wednesday.READ MORE: Defense Secretary Mattis orders reviews of F-35 and Air Force One to cut costs It has become clear to me that the Navy s overall readiness has reached its lowest level in many years,  he noted, adding that among the problems causing the situation are funding reductions and  consistent uncertainty about when those reduced budgets will be approved.  Between 2001 and 2015, the Navy was able to keep an average of 100 ships at sea each day, Moran said, adding that the Navy is smaller today than it s been in the last 99 years. The budget caps imposed on military and nonmilitary spending in the Budget Control Act have degraded our military readiness,  Representative Adam Smith (D-Washington) told CNN, adding that among other factors, constraints have been  compounded by over a decade of war Continue this report at RTSUPPORT OUR WORK BY SUBSCRIBING & BECOMING A MEMBER @21WIRE.TV",1
 Obama SHAMES The Hell Out Of Trump And His Heartless Fans By Meeting This Young Boy,"President Obama has shown he s a human being with compassion time and again. Most recently, he met a 12-year old boy with severe cerebral palsy who had just been at a Trump rally the day before. What happened to him at the rally is exactly why Trump fans are deplorable, but Obama showed them how to act like humans, even if they aren t capable of it.J.J. Holmes braved one of Trump s rallies in order to protest the way that Trump makes fun of people with disabilities. Since he was a protester, he was very unwelcome already, but when Trump identified him and started saying,  Get them out,  security began trying to usher them away while Trump s deplorables pushed and kicked his wheelchair, according to J.J. s mother, Alison.Alison spoke to a pool reporter from the White House, saying,  We were put out by security,  and  The crowd started chanting  U-S-A  and pushing his wheelchair.  As she said that, her son kept saying,  I hate Donald Trump, I hate Donald Trump,  through his vocalization device.The Trumpkins proved beyond any doubt that they have a black abyss where their hearts should be with that vile act.Trump has come under fire before for mocking disabled people, most specifically when he made fun of Serge Kovalesky, who works for The New York Times and suffers from a chronic condition that s immobilized his right arm. Of course, he denied he was making fun of anyone, let alone someone with a disability, but that s par for the course for Trump.He and his loyal subjects literally care nothing about anyone but themselves. And his fans are deluded   he ll hurt them as much as he ll hurt the rest of the country in his quest to prove his  legitimacy  and gather power. Would Trump ever do this?Yesterday, this young man was kicked out of a Trump rally. As he was leaving, people kicked at his wheelchair. Today, he met his President. pic.twitter.com/VI4g2tKANG  Steve Schale (@steveschale) November 6, 2016Doubtful. Very, very doubtful.Featured image via screen capture from embedded tweet",1
SHOCKING VERDICT: Kate Steinle Murdered By Illegal Alien Who Walks Free [Video],"A shocking verdict and race baiting was on the menu tonight in the liberal bastion of San Francisco tonight The prosecutor in the Kate Steinle case won and then came out to make a statement where he attacked President Trump and waisted no time politicizing the verdict as it relates to gun control. He claimed that the president was  fomenting hate Huh? This is where we are in America right now: An illegal alien with 7 prior felony convictions murders a legal American citizen and goes free Americans last? Illegals first?LISTEN TO THIS JACKWAGON LAWYER POLITICIZING THIS CASE:Matt Gonzalez:  The physical evidence has always supported the finding that this was an accidental occurrence, and I think the jury came to that conclusion.  #TheStory pic.twitter.com/QDy4qNx4zZ  Fox News (@FoxNews) December 1, 2017HARD TO HEAR BUT MATT GONZALEZ POLITICIZES THE CASE: There are a number of people who have commented on this case in the past few years: the Attorney General of the United States, the President and the Vice President of the United States, let me just remind them that they are themselves under investigation by a special prosecutor in Washington D.C., and they may themselves soon avail themselves of the presumption of innocence and beyond a reasonable doubt standard,  Gonzalez says.  I would ask them to reflect on that before they comment or disparage the result in this case. Defense attorney Matt Gonzalez speaking to critics of the jury verdict, specifically @realDonaldTrump, who faces Mueller's investigation pic.twitter.com/gDoC2ccHOK  ABC7 News (@abc7newsbayarea) December 1, 2017HOW IS WHAT CANDIDATE TRUMP SAID IN 2015 ABOUT THE STEINLE CASE  FOMENTING HATE ?: This senseless and totally preventable act of violence committed by an illegal immigrant is yet another example of why we must secure our border immediately,  Trump said in July 2015.  This is an absolutely disgraceful situation and I am the only one that can fix it. Nobody else has the guts to even talk about it. That won t happen if I become President. HEARTBREAKING TESTIMONY FROM KATE STEINLE S DAD:Kate Steinle s father testifies and says his daughters last words were  help me, Dad . Long Live #KateSteinle pic.twitter.com/r7uyK2amuY  Based Monitored  (@BasedMonitored) December 1, 2017ABC News reports:In a surprising verdict, the jury of six men and six women deliberated and came back with a not guilty verdict for Jose Ines Garcia Zarate. The defendant was facing second degree murder charges for killing 32-year-old Pleasanton resident Kate Steinle on July 1, 2015 at Pier 14 in San Francisco.While Garcia Zarate can technically walk out of the courtroom, it s expected that he will be taken into custody by Immigration officials and eventually deported back to his native Mexico.The case gained notoriety because Garcia Zarate is an undocumented immigrant who had been deported several times and had a number of felony convictions. Steinle s death became part of the immigration debate in this country. During his campaign, President Trump criticized San Francisco for its sanctuary city status.",1
WATCH STANLEY CUP CHAMPS VISIT White House…Give Trump Coveted Gift [Video],"President Trump greeted the NHL s Stanley Cup winning Pittsburgh Penguins at the White House today. The President and First Lady were on hand to greet the team and coaches. The president was given a small replica of the Stanley Cup Very cool!President Trump welcomed the Pittsburgh Penguins to the White House on Tuesday to congratulate them on their Stanley Cup win.  You are true, true champions, and incredible patriots the NHL has not seen a three-peat in a generation, but I know you are ready for the challenge. I m going to be watching so closely, because you think you re going to be back here next year? I think so. PRESIDENT TRUMP TWEETED ABOUT WHAT AN HONOR IT WAS:My great honor to host the 2017 back-to-back #StanleyCup Champion Pittsburgh Penguins at the WH with @FLOTUS today!https://t.co/qyT4bcHVuR pic.twitter.com/rBwGmhMnPX  Donald J. Trump (@realDonaldTrump) October 10, 2017Trump also suggested that Penguins owner Ron Burkle get involved with NAFTA negotiations:  I really mean that, if you want to get involved in negotiating NAFTA, I like it. Because we re renegotiating NAFTA, Ron. Of course, he may not like that, because maybe he s on the other side You re not on the other side of NAFTA, Ron, are you? Read more: axios",1
 Nixon Historian Says Donald Trump Is More Petty And Vengeful (VIDEO),"If you thought Richard Nixon was bad, just wait till Donald Trump gets in office.On a scale of 1-10, prominent Nixon expert Rick Perlstein rated Trump an  11  on just how  Nixonian  he is during an interview on MSNBC.Trump s obsession with revenge, his pettiness, his constant lying, and his desire to shut down the press paint a picture of a petulant child that goes beyond the personality displayed by the 37th President.In fact, Perlstein sees a lot of Nixon in Trump, but Trump is more outlandish and transparently authoritarian. Nixon was very shrewd and tactical, sedulous, careful  he wouldn t have been tweeting  he would have been saying,  Let s take away the Washington Post s broadcast licenses that they rely on for their revenue,  which, you know, Trump may be doing soon when he is granted the power of the executive office,  Perlstein warned.Indeed, Trump is poised to change the relationship between the White House and the press from one of cordiality and mutual benefit to one of antagonism and open hostility.Trump s refusal to accept facts makes him even more of a threat because he will now have the power to punish news outlets who write the truth about him.Host Christ Hayes pointed out that unlike Trump, Nixon had some self-control. Nixon would not have taken to the podium and said,  I don t like this person, this person and Dan Rather;  he was self-controlled enough to channel that! This is different insofar as this is all out there in public. Perlstein then explained how Trump may attack people who criticize him once he takes control of the full power of the government, including the NSA, which he could use as his personal  spying apparatus. Basically once Trump can find out anything enemies are up to and find out where their vulnerabilities are, maybe find embarrassing things about them  leak them to Breitbart and soon it s, you know, on CNN, God forbid MSNBC, then we re talking about a different ballgame. Hayes noted that such behavior by a president is ultimately what led to Nixon losing the trust of the American people and being forced to resign or face impeachment.Perlstein then warned that Trump could use the IRS to attack people and businesses who have slighted him and seek lists of names in departments so he can  cut them off at the knees,  which is something his transition team is already doing.Here s the video via YouTube.But even if Trump commits these impeachable offenses, Republicans in Congress don t care about the Constitution enough to actually do something about it. They see Trump as the puppet to pursue their destructive agenda. And they ll look the other way as long as he remains a useful idiot.Featured image via screenshot",1
" Trump Is Raising Your Healthcare Premiums, And That’s A Fact","It seems like a lifetime since March 23rd, 2010. But thanks to a pretty significant bill signed that day, at least there are no lifetime caps on your health insurance anymore. In fact, there were so many rules and regulations inside Obamacare that benefited consumers instead of insurers that the GOP went absolutely insane trying to undo them. That s no small wonder: Insurance companies gave Republican candidates and conservative groups nearly 37 million dollars in the last election cycle of 2015-16 alone.But the one thing Obamacare didn t do  couldn t do   was clamp down on premiums. Not without changing the way the entire industry is regulated. The fact is, premiums have been skyrocketing for a long time, and for a simple reason. Insurance companies know you need them more than they need you. In other words, because they can. But an interesting thing happened after the ACA was signed: The rising cost of premiums slowed to less than half the growth rate they were undergoing during the Bush years. Why? Because more people were getting insured.Republicans point to raw numbers and call it an increase that happened under Obama. But the premium increase from 2010 to 2016 was much, much smaller than it would have been without the changes to the system that Obamacare wrought. What will they point to now that premiums are on a fast track again? They won t point to Republican policy or Donald Trump. But I will.The Kaiser Family Foundation, a non-partisan, non-profit health care think tank, has been studying premium growth for nearly 20 years. In fact, if you ve ever read stats on health care   who s insured, median cost, what might happen if various bills were passed   you were likely looking at KFF data. And according to their latest study, there s a definitive reason that premiums are going up at the rate they re back to: Because Donald Trump is sabotaging the ACA.Trump s constant description of Obamacare as  failing  is already unhelpful. But his threats to stop cost-sharing subsidy payments are worse. And even worse than that, his persistent badgering of the GOP Congress to repeal Obamacare entirely   even without a replacement plan   has insurance companies scrambling to figure out how to stay in business. If Donald Trump got his way, after all, the number of people without health insurance in America would double in a very short time. And if you don t have insurance, they don t have a customer.So what s the effect of Trump s sabotage? Premiums are about to go through the roof. Just by threatening to stop enforcing the individual mandate   the mechanism that makes Obamacare even work   Trump has caused insurers to request rate increases from regulators anywhere from 1.2 percent to 20 percent. And his threats to stop cost-sharing payments bumps that startling figure up to 23 percent.For years, Republicans liked to point to any increase in premiums as the fault of Obamacare. But premium growth slowed as America got used to the idea of a larger risk pool, and it hasn t started under Obama in the first place. Now we can point directly to the actions of Donald Trump as the reason premiums are once again on the rise.Featured image via Joe Raedle/Getty Images",1
