title,text,eval
NEW EMAILS SHOW HILLARY Asking How Meeting On Libyan War Would Impact Hamptons Vacation…And MORE,"These grifters have no shame. How much more evidence do Americans need to see before they understand Hillary has no interest in our nation s security? How much more evidence do we need before the Everyday American Queen of the Clinton Crime Syndicate is sent to prison? Judicial Watch today released nearly 70 pages of State Department records that show that former Secretary of State Hillary Clinton and her top aides, Deputy Chiefs of Staff Huma Abedin and Jake Sullivan, received and sent classified information on their non-state.gov email accounts. The documents, also available on the State Department website, were obtained in response to a court order from a May 5, 2015, lawsuit filed against the State Department (Judicial Watch, Inc. v. U.S. Department of State (No. 1:15-cv-00684)) after it failed to respond to a March 18 Freedom of Information Act (FOIA) request seeking:All emails of official State Department business received or sent by former Deputy Chief of Staff Huma Abedin from January 1, 2009 through February 1, 2013 using a non- state.gov  email address.The new documents show that Hillary Clinton used the clintonemail.com system to ask Huma Abedin (also on a non-state.gov email account) to print two March 2011 emails, which were sent from former British Prime Minister Tony Blair (using the moniker  aclb ) to Jake Sullivan on Sullivan s non-state.gov email account. The Obama State Department redacted the Blair emails under Exemption (b)(1) which allows the withholding of classified material. The material is marked as being classified as  Foreign government information  and  foreign relations or foreign activities of the US, including confidential sources. Another email shows that Clinton wanted to know how meetings in Washington, including a four-hour meeting concerning America s war on Libya, would impact her Hampton vacation. Responding to an email that details the sensitive meetings in DC, Clinton emails Abedin on August 26, 2011,  Ok. What time would I get back to Hamptons?  Again, this email discussion takes place on non-state.gov email accounts.The documents also include advice to Clinton on Libya from Sidney Blumenthal, a Clinton Foundation employee who, according to a Judicial Watch investigative report, also had business interests in Libya. Clinton wanted Blumenthal s March 9, 2011, Libya memo to be printed  without any identifiers. The newly released Abedin emails include a lengthy exchange giving precise details of Clinton s schedule using unsecured government emails. The email from Lona J. Valmoro, former Special Assistant to Secretary of State Clinton, to Abedin and Clinton reveals exact times (including driving times) and locations of all appointments throughout the day. Another itinerary email provides details about a meeting at the United Nations in New York at 3:00 on Tuesday, January 31, 2012, with the precise disclosure,  that would mean wheels up from Andrews at approximately 12:00pm/12:15pm. These emails show that Hillary Clinton isn t the only Obama official who should be worried about being prosecuted for mishandling classified information. Her former top State aides (and current campaign advisers) Huma Abedin and Jake Sullivan should be in the dock, as well,  said Judicial Watch President Tom Fitton.  The Obama State Department has now confirmed that Clinton, Abedin, and Sullivan used unsecured, non-government email accounts to communicate information that should now be withheld from the American people  in the interest of national defense or foreign policy, and properly classified.  When can we expect the indictments?  Via: Judicial Watch",1
" Trump Comes Unglued, Continues Miss Universe Feud With INSANE Early Morning Twitter Rant","Donald Trump s team keeps trying to make the public think that he is somehow not a total toddler that they want to give the nuclear codes to. However, he is making their job very hard. That continued Friday morning, as he began airing his grievances regarding Alicia Machado, the former Miss Universe who he publicly shamed for gaining weight after winning (and still has done all week as she tried to warn Americans just what Donald Trump is like).Never one to be able to let anything go, Trump got up early Friday morning before most people were even awake, and went on an unhinged rant on Twitter. You d think by now that his team would know to take his phone each night at bedtime so he can t do this, but I digress. Without further ado, here is the madness:Anytime you see a story about me or my campaign saying ""sources said,"" DO NOT believe it. There are no sources, they are just made up lies!  Donald J. Trump (@realDonaldTrump) September 30, 2016Wow, Crooked Hillary was duped and used by my worst Miss U. Hillary floated her as an ""angel"" without checking her past, which is terrible!  Donald J. Trump (@realDonaldTrump) September 30, 2016Using Alicia M in the debate as a paragon of virtue just shows that Crooked Hillary suffers from BAD JUDGEMENT! Hillary was set up by a con.  Donald J. Trump (@realDonaldTrump) September 30, 2016Did Crooked Hillary help disgusting (check out sex tape and past) Alicia M become a U.S. citizen so she could use her in the debate?  Donald J. Trump (@realDonaldTrump) September 30, 2016So, we have a presidential candidate who has so little self control that he has spent a week now shrieking over a beauty queen s weight. Further, he is literally tweeting about her sex tape (which doesn t exist) in the middle of the night. He literally can t help himself.If you think this will help you with women, Donny, you got another thought coming. Women HATE this kind of stuff. Further, the more you keep this up, the more people who realize what an absolutely disgusting, sexist pig you are.Go ahead, pick up the shovel and keep digging.Featured image via Joe Raedle/Getty Images",1
EU LEADERS PLEDGE EXTRA €1 Billion In Aid To Refugees…Slovakia Will Take EU To Court Over Forced Refugee Quotas," It won t lead to any solution. It s a kind of European Union dictatorship towards smaller members An extra  1 billion ( 733 million) has been pledged by EU leaders to help tackle the refugee crisis following an emergency summit in Brussels.It comes as Slovakia says it will go to court to challenge compulsory quotas for relocating 120,000 refugees approved by European Union ministers.Britain has not signed up to the plans, instead opting for a relocation scheme to take 20,000 Syrian refugees from countries in the Middle East over the next five years. Via: itvFour of the 28 EU countries voted against the quota system on Tuesday, with Finland abstaining. Slovakia, one of the loudest critics of the decision, which was advocated strongly by Germany and France, announced it would challenge it in court. We will go in two directions: first one, we will file a charge at the court in Luxembourg  secondly, we will not implement the (decision) of the interior ministers,  the Slovak Prime Minister Robert Fico told reporters on Wednesday, before leaving for an EU leaders  summit in Brussels. We have been refusing this nonsense from the beginning, and as a sovereign country we have the right to sue,  he added, saying his country would not submit to the quota as long as he leads it.Slovakia, which has a population of 5.4 million, objects to the relocation of 120,000 migrants and refugees from Italy and Greece throughout the EU. It currently has only a small migrant community and the public opinion is against accepting Muslim asylum seekers, who make up the majority of those looking to enter Europe this year.Fico called the decision passed by a rare vote, rather than the accepted unanimous vote by all EU member states, a  dictate of the majority  and said the plan fails to address the core issues of the refugee crisis.Meanwhile, Jurgen Elsaesser, editor-in-chief of the German-based magazine Compact, told RT that the way the quota vote took place, threatens European unity, while it was also a  total nonsense  in practical terms. It won t lead to any solution. It s a kind of European Union dictatorship towards smaller members,  he said, speaking to RT.  Brussels tries to press them into accepting more refugees, but the people and the governments of these countries are not willing to do so. This will become a serious rift within the European Union.   Via: RT",1
Shame! Last Hope To Kill Iran Nuke Deal Blocked In Senate,"Just like Obamacare was pushed through, the Iran Nuke Deal has been pushed through in spite of it being VERY unpopular with the American people. Just like Obamacare, this deal hasn t even been read and vetted fully by the Congress. This is all about political ideology over what s best for the foreign policy interests of America. Shame on the Senate!U.S. Senate Democrats on Thursday blocked legislation meant to kill the Iran nuclear deal for a third time, securing perhaps the greatest foreign policy win of President Barack Obama s six years in office and clearing the way to implement the accord.By a 56-42 vote, the Republican-majority Senate fell short of the 60 votes needed to advance in the 100-member chamber.Despite an intense and expensive lobbying effort against it, all but four of Obama s fellow Democrats backed the nuclear pact between the United States, five other world powers and Tehran announced in July.With no more Senate votes this week, the result ensured Congress will not pass a resolution of disapproval that would have crippled the deal by eliminating Obama s ability to waive many sanctions.A resolution would have had to pass both the Senate and House of Representatives by midnight Thursday, and survive Obama s veto, to be enacted.The House, where Republicans also have a majority, never voted on the resolution, opting to pass three symbolic Iran-related measures that would not have affected the nuclear deal.Stephen Mull named U.S. coordinator on Iran nuclear deal Two presidential hopefuls, Senators Rand Paul and Marco Rubio, missed the vote after a debate in California last night in which Republicans bashed the Iran deal. Two others, Ted Cruz and Lindsey Graham, voted with every other Senate Republican to advance the resolution.Four Democrats, Senators Ben Cardin, Joe Manchin, Robert Menendez and Charles Schumer, voted with the Republicans to advance the disapproval resolution all three times.Angry Republicans accused Democrats of denying the disapproval measure its due consideration in order to keep Obama from having to use his veto power. It will go into effect without the American people having their say,  said John Cornyn, the Senate s second-ranked Republican.Via: Reuters",1
 This Constitutional Attorney Is Schooling Trump On Twitter And It’s Hilarious (TWEETS),"Ever since Donald Trump decided to cancel his campaign rally in Chicago, he and the conservative media have been doing everything they can to spin the narrative. They really want people to believe that protesters denied Trump his First Amendment rights   which is patently absurd.One constitutional attorney, Andrew Seidel,  who works as for the Freedom from Religion Foundation, has been schooling some of Trump s supporters on the law and it is hilarious. Seidel wrote up an account of his educational trolling on Storify. That s where he wrote: The rise of Donald Trump as a presidential candidate stopped being funny a few months ago. It s serious. This man, who is too thin-skinned to hear an insult, will have control of our nuclear arsenal. He will have a presidential podium to hawk his steak, wine, and other infomercialesque products. The lives of every American serviceman and woman will be in his tiny hands. Put simply, we have a duty stop bullies from attaining political power and Trump is nothing but a scared bully. When he started claiming his First Amendment rights were being violated by protesters fed up with his vitriol and dishonesty, I couldn t let it go. Here is how Seidel fought back against Trump s lies./1 The First Amendment protects citizens from the government, not from unfriendly audiences. @realDonaldTrump  Andrew Seidel (@AndrewLSeidel) March 12, 2016/2 I.e., the President couldn t  open up  libel laws against the media without violating two 1st Amendment rights: free speech and press.  Andrew Seidel (@AndrewLSeidel) March 12, 2016/3 i.e., the President couldn t assault reporters or have his staff rough them up so as not to dirty his tiny hands.  Andrew Seidel (@AndrewLSeidel) March 12, 2016/4 The government didn t shut down your rally, in fact, the police didn t even raise safety concerns (despite what you ve said).  Andrew Seidel (@AndrewLSeidel) March 12, 2016/5 The protesters were exercising their First Amendment rights to free speech and assembly. That s why the police didn t shut them down.  Andrew Seidel (@AndrewLSeidel) March 12, 2016/6 You see @realdonaldtrump, the First Amendment protects everyone, including fascists like yourself.  Andrew Seidel (@AndrewLSeidel) March 12, 2016/7 the First Amendment is the only thing that allows you to be such an insufferable, insubstantial blowhard.  Andrew Seidel (@AndrewLSeidel) March 12, 2016/8 and the only thing keeping your ass from getting sued for inciting violence, though you re not toeing that line very well. Could happen.  Andrew Seidel (@AndrewLSeidel) March 12, 2016As Seidel has so beautifully demonstrated, Trump s claims about Chicago s protesters are absolutely ridiculous.If we look at some of the facts surrounding the events that unfolded on Chicago Friday night, it is is very clear that Trump was asking to have a huge protest response. Not to sound too conspiratorial, but it almost as if his campaigned planned this. Chicago is a bastion of leftist radical organizing. It would have been shocking if there hadn t been a massive demonstration at the campaign event.His campaign staff made the conscious decision to hold an event at the University of Illinois at Chicago. A racially diverse University with a politically active student body and a heavy Black Lives Matter activist presence. Now, Trump is using the rally as a justification for his supporters to go to Bernie Sanders  rallies to protest Sanders. Trump is also once again enjoying having total domination of the media s focus.Now, Trump isn t an idiot. He is, however,  a master manipulator. He knows that his rights were not violated. He is only using this narrative to further crystallize his followers support and lionize them to take bolder actions against his opponents. The media needs to start calling him out on his bullsh*t the same way that Mr. Seidel is doing.Featured image from Gage Skidmore via Flickr with tweets added.  ",1
" Can’t Afford Clean Water For Flint, But Israel Demands $50 Billion From U.S. Taxpayers (VIDEO)","In a showdown with the U.S. government, Israel is demanding that its current aid package be drastically increased by an enormous margin. With the current aid agreement of $30 billion over ten years set to expire in 2017, Israel now wants that increased to $50 billion over the next ten years.Where is all this money going to come from? The U.S. taxpayer of course. Instead of using this money to support the poisonous water afflicting Flint, Michigan, we give billions away to a state that perpetuates the most protracted military occupation in modern history, committing countless of human rights violations against the Palestinians.What s insane is that American politicians haven t even paid attention to Flint s water crisis, even though the lead poison in the water may have caused brain damage to thousands of American children who drank it. In a startling display of both disdain and stupidity, Republican senator and presidential candidate Marco Rubio didn t even know what was happening in Flint days after the crisis broke. He said: I d love to give you a better answer on it. It s just not an issue we ve been quite frankly fully briefed or apprised of in terms of the role the governor has played and the state has played in Michigan on these sorts of issues. Rubio continued, saying that he s unable to give: A deeply detailed answer on what the right approach should be, other than to tell you that in general I believe the federal government s role in some of these things [is] largely limited unless it involves a federal jurisdictional issue. The comical yet sad aspect of all this is when the Republican presidential candidates ignore Flint, an American city filled with American poisoned children yet grovel to prove their loyalty to Israel, a foreign country and (I must point out again) a terrible violator of Palestinian human rights. The question is why would they grovel on a level that makes it embarrassing to watch as an American? The answer lies in what pro-Israel billionaires can do for you as a politician.For example, Sheldon Edelson, the militantly pro-Israel billionaire, spent tens of millions of dollars supporting Mitt Romney against President Obama in the previous presidential elections because he thought Obama was soft when it came to Israel. Now, Republican candidates are groveling for his support and money. Marco Rubio already has a  supporter in billionaire Norman Braman. He is Rubio s largest campaign donor with an estimated $10-25 million. Braman is staunchly pro-Israel, funding an Israeli settlement in Occupied Palestine. Settlements are illegal under international law and are in contradiction to U.S. foreign policy in the region. If you listen to Rubio s rhetoric on Israel, he s religiously on board with Israel s insanity.So, when all is said and done, these signed, sealed, and delivered politicians who grovel to a foreign government must pay back the support they received during an election year. This comes in the form of robbing tax payers of billions of dollars and ignoring an urgent issue like the Flint water crisis. In all likelihood, Israel will get its billions and our cities and people will continue to be ignored.Watch Video Here:Featured image from Wikimedia Commons.  ",1
"BOOM! TED CRUZ, DESANTIS PUSH For Term Limits: “It is well past time to put an end to the cronyism and deceit…”","We are supposed to have a government of the people, by the people and for the people, but instead we have a government of the elite, by the elite and for the elite. Most people do not realize this, but today most members of Congress are actually millionaires. The disconnect between members of Congress and average Americans has never been greater than it is right now, and I think that is a very troubling sign for the future of this nation.Sen. Ted Cruz (R-Texas) and Rep. Ron DeSantis (R-Fla.) are pushing for an amendment to the Constitution to place term limits on lawmakers, arguing the move will help overhaul Washington. The American people resoundingly agreed on Election Day, and President-elect Donald Trump has committed to putting government back to work for the American people,  Cruz said in a statement on Tuesday.  It is well past time to put an end to the cronyism and deceit that has transformed Washington into a graveyard of good intentions. Under an amendment the two GOP lawmakers filed on Tuesday, House members would be allowed to serve three two-year terms and senators would be able to serve two six-year terms.  The HillJohn Conyers Jr., Mich. Jan. 4, 1965 Charles B. Rangel, N.Y. Jan. 21, 1971 Steny H. Hoyer, Md. May 19, 1981 Marcy Kaptur, Ohio Jan. 3, 1983 Sander M. Levin, Mich. Jan. 3, 1983 Peter J. Visclosky, Ind. Jan. 3, 1985 Peter A. DeFazio, Ore. Jan. 6, 1987 John Lewis, Ga. Jan. 6, 1987 Louise M. Slaughter, N.Y. Jan. 6, 1987 Nancy Pelosi, Calif. June 2, 1987 Frank Pallone Jr., N.J. Nov. 8, 1988 Eliot L. Engel, N.Y. Jan. 3, 1989 Nita M. Lowey, N.Y. Jan. 3, 1989 Richard E. Neal, Mass. Jan. 3, 1989 Jos  E. Serrano, N.Y. March 20, 1990 David E. Price, N.C. Jan. 7, 1997 Also served 1987-95 Rosa DeLauro, Conn. Jan. 3, 1991 Collin C. Peterson, Minn. Jan. 3, 1991 Maxine Waters, Calif. Jan. 3, 1991 Jerrold Nadler, N.Y. Nov. 3, 1992 Jim Cooper, Tenn. Jan. 7, 2003 Also served 1983-95 Xavier Becerra, Calif. Jan. 5, 1993 Sanford D. Bishop Jr., Ga. Jan. 5, 1993 Corrine Brown, Fla. Jan. 5, 1993 James E. Clyburn, S.C. Jan. 5, 1993 Anna G. Eshoo, Calif. Jan. 5, 1993 Gene Green, Texas Jan. 5, 1993 Luis V. Gutierrez, Ill. Jan. 5, 1993 Alcee L. Hastings, Fla. Jan. 5, 1993 Eddie Bernice Johnson, Texas Jan. 5, 1993 Carolyn B. Maloney, N.Y. Jan. 5, 1993 Lucille Roybal-Allard, Calif. Jan. 5, 1993 Bobby L. Rush, Ill. Jan. 5, 1993 Robert C. Scott, Va. Jan. 5, 1993 Nydia M. Vel zquez, N.Y. Jan. 5, 1993 Bennie Thompson, Miss. April 13, 1993 Sam Farr, Calif. June 8, 1993 Lloyd Doggett, Texas Jan. 4, 1995 Mike Doyle, Pa. Jan. 4, 1995 Chaka Fattah, Pa. Jan. 4, 1995 Sheila Jackson Lee, Texas Jan. 4, 1995 Zoe Lofgren, Calif. Jan. 4, 1995 As you looked over those lists, you probably noticed that they contain many of the members of Congress that Americans complain about the most.Unfortunately, because the vast majority of these individuals come from states or congressional districts that are basically a lock to vote a certain way, there is very little hope of ever removing them. That means that most of these Congress critters are going to get to keep coming back for as long as they want.No matter which political party you prefer, this should greatly disturb you.Our founders certainly never intended for a permanent class of elitists to rule over us.But that is what we have.  Zero Hedge ",1
FOX NEWS BOMBSHELL REPORT: Trump Transition Team Lawyer Accuses Robert Mueller Of Improperly Obtaining Documents Related To Russian Probe,"On Friday, Democrats were doing their best to push a rumor that President Trump is about to fire special counsel Robert Mueller before Christmas. According to The Hill   Rep. Jackie Speier (D-CA), a member of the House Intelligence Committee, said Friday that  rumors  on Capitol Hill suggest President Trump could fire special counsel Robert Mueller before Christmas, after Congress leaves Washington for the winter recess. The rumor on the Hill when I left yesterday was that the president was going to make a significant speech at the end of next week. And on Dec. 22, when we are out of D.C., he was going to fire Robert Mueller,  Speier told California s KQED News.The ranking Democrat on the committee, Rep. Adam Schiff (Calif.), also said Friday that he is worried that Republicans leading the committee are seeking to shut down the committee s investigation by the end of the year. Republicans have scheduled no witnesses after next Friday and none in 2017 [sic]. We have dozens of outstanding witnesses on key aspects of our investigation that they refuse to contact and many document requests they continue to sit on,  he tweeted Friday.The White House did not immediately respond to a request for comment. Rumors that Trump could fire Mueller have swirled since Mueller s appointment in May.While Democrats are spreading rumors about Mueller s firing, Fox News has dropped another Mueller bombshell.FOX News   A lawyer for the Trump presidential transition team is accusing Special Counsel Robert Mueller s office of inappropriately obtaining transition documents as part of its Russia probe, including confidential attorney-client communications, privileged communications and thousands of emails without their knowledge.In a letter obtained by Fox News and sent to House and Senate committees on Saturday, the transition team s attorney alleges  unlawful conduct  by the career staff at the General Services Administration in handing over transition documents to the special counsel s office.The transition legal team argues the GSA  did not own or control the records in question  and the release of documents could be a violation of the 4th Amendment   which protects against unreasonable searches and seizures.Kory Langhofer, the counsel to Trump for America, wrote in Saturday s letter that the GSA handed over  tens of thousands of emails  to Mueller s probe without  any notice  to the transition.The attorney said they discovered the  unauthorized disclosures  by the GSA on December 12th and 13th and raised concerns with the special counsel s office. We understand that the special counsel s office has subsequently made extensive use of the materials it obtained from the GSA, including materials that are susceptible to privilege claims,  Langhofer writes.The transition attorney said the special counsel s office also received laptops, cell phones and at least one iPad from the GSA.Trump for America is the nonprofit organization that facilitated the transition between former President Barack Obama to President Trump.The GSA, an agency of the United States government, provided the transition team with office space and hosted its email servers. We continue to cooperate fully with the special counsel and expect this process to wrap up soon,  Sarah Sanders, the White House press secretary, said Saturday.The special counsel s office declined to comment Saturday. ",1
 Facebook’s Bad Week Of ‘Trending News’ Ends With The Most Tone-Deaf 9/11 Topic Imaginable,"Today s a somber day of remembrance for the lives lost 15 years ago in the World Trade Center, the Pentagon, United Flight 93, and all the sacrifices made since then. Social media has been tracking 9/11 topics for the last several days, as they should, but two days ago, Facebook also decided to feature a story that s nothing but a truther conspiracy in its  trending topics  sidebar.9/11 truthers are conspiracy theorists loudly proclaiming that the attacks were an inside job. This particular story was from a U.K. tabloid site called The Daily Star, and it says (because of course it does): Engineers Steven Jones, Robert Korol, Anthony Szamboti and Ted Walter are part of the growing community of experts who say evidence indicates the towers were brought down in a controlled demolition.They wrote a paper for Europhysics News highlighting four important pieces of evidence pointing to this conclusion.These were: fires are not normally hot enough to heat a massive steel structure enough for it to collapse; the majority of high rise buildings have sprinkler systems that prevent a fire from getting hot enough to heat steel to a critical level; skyskrapers (sic) are protected using flame-proof materials and they are also designed so that if compromised, they do not collapse. Spelling errors aside, there is actually a wealth of evidence showing that the Twin Towers did not have adequate fireproofing on their superstructures. Not to mention that these four engineers are well-known truthers immune to actual science and fact. They re  experts,  though, and must be taken seriously. Not.But that s beside the point.Facebook recently got rid of all its trained journalists for its  trending  section. Zuckerberg said that the change was because they re a platform, not a content creator (the truth probably has more to do with money than that, but Facebook won t admit it). Yet, the result has been awful. A false story about Megyn Kelly. A man using a McChicken sandwich for sexual pleasure. A satire piece about Siri coming out of the iPhone 8 and cooking. BreitAnd now, an impossibly disrespectful story about the alleged truth of the 9/11 attacks. That trivializes everyone who died, everyone who worked rescue, everyone who s sick from working rescue, everyone who lost family members, our military men and women who died in Afghanistan trying to find Osama bin Laden and take down the Taliban, and the experiences of the entire country during and following that tragic day.While it s true that trending topics will include topics and stories we disagree with, for this to be one of the top trending stories just prior to the 15th anniversary of those attacks shows just how clueless, cold and insensitive Facebook has become without its real, bona fide journalists to determine trending topics.It seems that Facebook s decision to automate, automate, automate was one of the worst ideas in the long, sad history of bad ideas. Fortunately, this story was removed from their trending topics list, but the Internet never forgets.Featured image by Otto Greule Jr/Getty Images",1
DESTROYED IN 10 SECONDS: Tucker Carlson EXPOSES Hypocrisy Of Liberal “MASH” Actor Who’s Asking Electors To BLOCK Trump From Becoming President [VIDEO],"Tucker goes on to call out the hypocrisy of rich, liberal elitist actors,  Liberals used to believe in democracy, that legitimacy was conferred by the people who live in the country, only they can choose their leaders. Maybe one of the reasons Hillary lost in the first place, is that rich people including you, no longer believe that. They think that we should pick someone  I like  and it doesn t matter how we pick em  we re just gonna pick em  and they ll be great. I mean, that is the message you re sending right?  Farrell responded,  Let me demure about rich people, I m not one of them says the guy whose net worth is reportedly estimated at $10 million. Is this liberal who s trying to tell us who we should elect, so out of touch that he thinks having a net worth of $10 million is not considered  rich  by the standards of 99% of America?https://youtu.be/N9u6ECFPFJY",1
" Donald Trump Just Won A Major Award, And Ted Cruz Is Going To Be Devastated","Each year, the People For the American Way s Equine Posterior Achievement Award  is granted to public figures who drag America to a new low of right-wing extremism. For several years now, Ted Cruz has been  honored  with the top spot. But this year, the prize has been handed to Donald Trump.It s official Donald, you are the biggest horse s a$$ in America according to the adjudication panel of People for the American Way.Will Trump be as quick to crow about this victory as he was when he was crowned  Man of the Year  by WorldNetDaily? It didn t seem to bother him that the site is conspiracy theory central, and as Right Wing Watch points out, is convinced that Obama is about to throw every man, woman and child in America into a FEMA camp.Trump worked hard for this honor though. He labeled all latin American immigrants as drug dealers and rapists, he called for Muslims to be banned from entering the U.S. (even Muslim Americans returning from holiday), he lied that  thousands and thousands  of Muslims in America cheered while 9/11 was happening, and failed to retract or apologize when he was busted for it. Instead he chose to stand up at his next rally and physically mock the disabled reporter who had exposed his lie. On top of this, he spends the majority of time hate-tweeting any journalist or media outlet that dare refuse to kiss his trust fund tycoon posterior.This level of commitment to running for President as a bigoted man child needs to be honored somehow, and thankfully, People For The American Way solved the problem for us. Sadly, it does mean that Ted Cruz  winning streak is over. He will clearly have to work harder to win back the accolade next year. His brand of evangelical, homophobic, anti-choice, anti-science, pro-gun BS might well appall any rational human being   but there s a new bigot in town.Featured Image via Flickr/Flickr",1
AWESOME! STREET ARTIST SABO TARGETS Hollywood Liberals With TRUMP ’24’ Spoof Posters,"Protesters gathered Friday in Los Angeles for something called  United Against Hate Inauguration March,  where street artist Sabo posted several fake advertisements for  24: Legacy.  Sabo is our favorite conservative street artist famous for lampooning liberal Hollywood. He s celebrated the inauguration of  Trump at an anti-Trump rally Friday in Los Angeles by posting faux posters of Fox s revival of the hit TV show 24:Read more: Hollywood Reporter",1
